SID,COL,SCODE,YEAR,TASK,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126,E127,E128,E129,E130,E131,E132,E133,E134,E135,E136,E137,E138,E139,E140,E141,E142,E143,E144,E145,E146,E147,E148,E149,E150,E151,E152,E153,E154,E155,E156,E157,E158,E201,E202,E203,E204,E205,E206,E207,E208,E209,E210,E211,E212,E213,E214,E215,E216,E217,E218,E219
310151103002001H00401,1,9.004.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103202001H00401,1,10.004.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103202001H07001,1,10.070.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103202001H06101,1,10.061.01h,2017,4,.3,.3,,,,,.3,.3,,,,,,,,.1,.05,,,,.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103202001H01201,1,10.012.01h,2017,4,.35,.35,,,,,.35,.35,,,,,,,.05,.1,.1,,,,.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103202001H03601,1,10.036.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103202001H07901,1,10.079.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103202001H01801,1,10.018.01h,2017,4,.21,.21,,,,,.21,.21,,,,,,,,.05,.05,,,,.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103202001H00901,1,10.009.01h,2017,4,.3,.3,,,,,.3,.3,,,,,,,,.1,.05,,,,.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103202001H07801,1,10.078.01h,2017,4,.1,.1,,,,,.1,.1,,,,,,,,,,,,,.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,,,,,,,0,0,0,0,,,,
310151103202001H05201,1,10.052.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103202001H04101,1,10.041.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103202001H06501,1,10.065.01h,2017,4,.3,.3,,,,,.3,.3,,,,,,,.1,.05,.05,,,,.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103203001H00501,1,11.005.01h,2017,4,.2,.2,,,,,.2,.2,,,,,,,,,,,,,.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103203001H00301,1,11.003.01h,2017,4,.1,.1,,,,,.1,.1,,,,,,,,,,,,,.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103203001H05401,1,11.054.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103203001H04401,1,11.044.01h,2017,4,.1,.1,,,,,.1,.1,,,,,,,,,,,,,.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103203001H03801,1,11.038.01h,2017,4,.1,.1,,,,,.1,.1,,,,,,,,,,,,,.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103203001H01601,1,11.016.01h,2017,4,.2,.2,,,,,.2,.2,,,,,,,,,,,,,.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103203001H03501,1,11.035.01h,2017,4,.1,.1,,,,,.1,.1,,,,,,,,,,,,,.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103203001H02401,1,11.024.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103203001H02801,1,11.028.01h,2017,4,.5,.5,,,,,.5,.5,,,,,,,,,,,,,.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103203001H02201,1,11.022.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103203001H07701,1,11.077.01h,2017,4,.2,.2,,,,,.2,.2,,,,,,,,,,,,,.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103203001H03201,1,11.032.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103203001H06401,1,11.064.01h,2017,4,.1,.1,,,,,.1,.1,,,,,,,,,,,,,.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103208001H07901,1,12.079.01h,2017,4,1.5,1.5,,,,,1.5,1.5,,,,,.3,,.3,,,,.4,,.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103208001H00401,1,12.004.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103208001H05401,1,12.054.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103208001H02501,1,12.025.01h,2017,4,.2,,,,,,.2,,,,,,,,,,,,,,.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103208001H05201,1,12.052.01h,2017,4,2.8,2.8,,,,,2.8,2.8,,,,,,2.3,,,,,,,.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103208001H06601,1,12.066.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103208001H04701,1,12.047.01h,2017,4,.4,.4,,,,,.4,.4,,,,,,,.2,,,,,,.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103208001H06401,1,12.064.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103208001H06701,1,12.067.01h,2017,4,1.5,1.5,,,,,1.5,1.5,,,,,,.3,.2,.5,,,,,.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103208001H04601,1,12.046.01h,2017,4,1.5,1.5,,,,,1.5,1.5,,,,,,,.5,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103208001H00701,1,12.007.01h,2017,4,.4,.4,,,,,.4,.4,,,,,,,.2,,,,,,.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103208001H00101,1,12.001.01h,2017,4,.2,,,,,,.2,,,,,,,,,,,,,,.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103208001H07501,1,12.075.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151103208001H02901,1,12.029.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104204001H06901,1,13.069.01h,2017,4,.1,.1,,,,,.1,.1,,,,,,,,,,,,,.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104204001H03401,1,13.034.01h,2017,4,.1,.1,,,,,.1,.1,,,,,,,,,,,,,.1,,,,,,,,20,,,,,,,,,,30000,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104204001H05101,1,13.051.01h,2017,4,.1,.1,,,,,.1,.1,,,,,,,,,,,,,.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104204001H06801,1,13.068.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104204001H08001,1,13.080.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104204001H07601,1,13.076.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104204001H03201,1,13.032.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104204001H01801,1,13.018.01h,2017,4,.2,.2,,,,,.2,.2,,,,,,,,,,,,,.2,,,,,,,,20,,,,,,,,,,30000,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104204001H02901,1,13.029.01h,2017,4,.1,.1,,,,,.1,.1,,,,,,,,,,,,,.1,,,,,,,,20,,,,,,,,,,30000,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104204001H07801,1,13.078.01h,2017,4,.2,.2,,,,,.2,.2,,,,,,,,,,,,,.2,,,,,,,,20,,,,,,,,,,30000,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104204001H02401,1,13.024.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104204001H05801,1,13.058.01h,2017,4,.1,.1,,,,,.1,.1,,,,,,,,,,,,,.1,,,,,,,,10,,,,,,,,,,20000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104204001H07701,1,13.077.01h,2017,4,.1,.1,,,,,.1,.1,,,,,,,,,,,,,.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104204001H05401,1,13.054.01h,2017,4,.2,.2,,,,,.2,.2,,,,,,,,,,,,,.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104204001H04601,1,13.046.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104210001H02001,1,14.020.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104210001H06401,1,14.064.01h,2017,4,.2,.2,,,,,.2,.2,,,,,,,,,,,,,.2,,,,,,,,10,,,,,,,,,,20000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104210001H08001,1,14.080.01h,2017,4,.1,.1,,,,,.1,.1,,,,,,,,,,,,,.1,,,,,,,,10,,,,,,,,,,20000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104210001H02501,1,14.025.01h,2017,4,1.4,1.4,,,,,1.4,1.4,,,,,,1.2,,,,,,,.2,,,,1.2,2.4,2.4,1.2,20,,,,,,,,,,30000,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104210001H00801,1,14.008.01h,2017,4,.2,.2,,,,,.2,.2,,,,,,,,,,,,,.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104210001H00101,1,14.001.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104210001H01901,1,14.019.01h,2017,4,1.2,1.2,,,,,1.2,1.2,,,,,,1,,,,,,,.2,,,,1,2,2,1,20,,,,,,,,,,30000,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104210001H02301,1,14.023.01h,2017,4,.1,.1,,,,,.1,.1,,,,,,,,,,,,,.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104210001H02701,1,14.027.01h,2017,4,.1,.1,,,,,.1,.1,,,,,,,,,,,,,.1,,,,,,,,20,,,,,,,,,,30000,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104210001H01301,1,14.013.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104210001H04901,1,14.049.01h,2017,4,.1,.1,,,,,.1,.1,,,,,,,,,,,,,.1,,,,,,,,10,,,,,,,,,,20000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104214001H00901,1,15.009.01h,2017,4,.2,.2,,,,,.2,.2,,,,,,,,,,,,,.2,,,,,,,,20,,,,,,,,,,20000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104214001H04801,1,15.048.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104214001H04701,1,15.047.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104214001H02701,1,15.027.01h,2017,4,.1,.1,,,,,.1,.1,,,,,,,,,,,,,.1,,,,,,,,10,,,,,,,,,,10000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104214001H05101,1,15.051.01h,2017,4,.1,.1,,,,,.1,.1,,,,,,,,,,,,,.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104214001H07401,1,15.074.01h,2017,4,.1,.1,,,,,.1,.1,,,,,,,,,,,,,.1,,,,,,,,10,,,,,,,,,,20000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104214001H06701,1,15.067.01h,2017,4,.2,.2,,,,,.2,.2,,,,,,,,,,,,,.2,,,,,,,,20,,,,,,,,,,20000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104214001H04401,1,15.044.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104214001H01201,1,15.012.01h,2017,4,.2,.2,,,,,.2,.2,,,,,,,,,,,,,.2,,,,,,,,10,,,,,,,,,,20000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104214001H08001,1,15.080.01h,2017,4,.1,.1,,,,,.1,.1,,,,,,,,,,,,,.1,,,,,,,,10,,,,,,,,,,20000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104214001H01901,1,15.019.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151104214001H03801,1,15.038.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151105217001H02501,1,16.025.01h,2017,4,.4,.4,,,,,.4,.4,,,,,,,.1,,.1,,,,.2,,,,,,,,65,,,,,,,,,,6500,6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151105217001H03301,1,16.033.01h,2017,4,.5,.5,,,,,.5,.5,,,,,,,,,,,,,.5,,,,,,,,20,,,,,,,,,,2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151105217001H03201,1,16.032.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,8000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151105217001H04401,1,16.044.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151105217001H03401,1,16.034.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151105217001H02301,1,16.023.01h,2017,4,.3,.3,,.2,,,.3,.3,,.2,,,,,,,,,,,.3,,,,,,,,42,,,,,,,,,,4200,4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151105217001H07001,1,16.070.01h,2017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151105217001H07401,1,16.074.01h,2017,4,.15,.15,,,,,.15,.15,,,,,,,,,,,,,.15,,,,,,,,6,,,,,,,,,,600,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310151105217001H01901,1,16.019.01h,2017,4,.5,.5,,,,,.5,.5,,,,,,,,,,,,,.5,,,,,,,,30,,,,,,,,,,3000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
